a	ə	[a:ə]
propagandist	ˌprɑːpəˈɡændəst	ˌ[p:p|r:r|o:ɑː].[p:p|a:ə].ˈ[g:ɡ|a:æ|n:n].[d:d|i:ə|s:s|t:t]
propagandistic	ˌprɑːpəɡənˈdɪstɪk	ˌ[p:p|r:r|o:ɑː].[p:p|a:ə].[g:ɡ|a:ə|n:n].ˈ[d:d|i:ɪ].[s:s|t:t|i:ɪ|c:k]
propagandists	ˌprɑːpəˈɡændəsts	ˌ[p:p|r:r|o:ɑː].[p:p|a:ə].ˈ[g:ɡ|a:æ|n:n].[d:d|i:ə|s:s|t:t|s:s]
propagandize	ˌprɑːpəˈɡænˌdaɪz	ˌ[p:p|r:r|o:ɑː].[p:p|a:ə].ˈ[g:ɡ|a:æ|n:n].ˌ[d:d|i:aɪ|ze:z]
propagate	ˈprɑːpəˌɡeɪt	ˈ[p:p|r:r|o:ɑː].[p:p|a:ə].ˌ[g:ɡ|a:eɪ|te:t]
propagated	ˈprɑːpəˌɡeɪtɪd	ˈ[p:p|r:r|o:ɑː].[p:p|a:ə].ˌ[g:ɡ|a:eɪ].[t:t|e:ɪ|d:d]
propagating	ˈprɑːpəˌɡeɪtɪŋ	ˈ[p:p|r:r|o:ɑː].[p:p|a:ə].ˌ[g:ɡ|a:eɪ].[t:t|i:ɪ|ng:ŋ]
propagation	ˌprɑːpəˈɡeɪʃən	ˌ[p:p|r:r|o:ɑː].[p:p|a:ə].ˈ[g:ɡ|a:eɪ].[ti:ʃ|o:ə|n:n]
propane	ˈproʊˌpeɪn	ˈ[p:p|r:r|o:oʊ].ˌ[p:p|a:eɪ|ne:n]
propel	prəˈpel	[p:p|r:r|o:ə].ˈ[p:p|e:e|l:l]
propellant	prəˈpelənt	[p:p|r:r|o:ə].ˈ[p:p|e:e].[ll:l|a:ə|n:n|t:t]
propellants	proʊˈpelənts	[p:p|r:r|o:oʊ].ˈ[p:p|e:e].[ll:l|a:ə|n:n|t:t|s:s]
propelled	prəˈpeld	[p:p|r:r|o:ə].ˈ[p:p|e:e|ll:l|ed:d]
propeller	prəˈpelər	[p:p|r:r|o:ə].ˈ[p:p|e:e].[ll:l|er:ər]
propellers	prəˈpelərz	[p:p|r:r|o:ə].ˈ[p:p|e:e].[ll:l|er:ər|s:z]
propelling	prəˈpelɪŋ	[p:p|r:r|o:ə].ˈ[p:p|e:e].[ll:l|i:ɪ|ng:ŋ]
propels	prəˈpelz	[p:p|r:r|o:ə].ˈ[p:p|e:e|l:l|s:z]
propensities	prəˈpensətiːz	[p:p|r:r|o:ə].ˈ[p:p|e:e|n:n].[s:s|i:ə].[t:t|ie:iː|s:z]
propensity	prəˈpensɪtiː	[p:p|r:r|o:ə].ˈ[p:p|e:e|n:n].[s:s|i:ɪ].[t:t|y:iː]
proper	ˈprɑːpər	ˈ[p:p|r:r|o:ɑː].[p:p|er:ər]
properly	ˈprɑːpərliː	ˈ[p:p|r:r|o:ɑː].[p:p|er:ər].[l:l|y:iː]
properties	ˈprɑːpərtiːz	ˈ[p:p|r:r|o:ɑː].[p:p|er:ər].[t:t|ie:iː|s:z]
properties'	ˈproʊpərtiːz	ˈ[p:p|r:r|o:oʊ].[p:p|er:ər].[t:t|ie:iː|s':z]
property	ˈprɑːpərtiː	ˈ[p:p|r:r|o:ɑː].[p:p|er:ər].[t:t|y:iː]
property's	ˈprɑːpərtiːz	ˈ[p:p|r:r|o:ɑː].[p:p|er:ər].[t:t|y:iː|'s:z]
propes	ˈproʊps	ˈ[p:p|r:r|o:oʊ|pe:p|s:s]
propfan	ˈprɑːpˌfæn	ˈ[p:p|r:r|o:ɑː|p:p].ˌ[f:f|a:æ|n:n]
prophecies	ˈprɑːfəsiːz	ˈ[p:p|r:r|o:ɑː].[ph:f|e:ə].[c:s|ie:iː|s:z]
prophecy	ˈprɑːfəsiː	ˈ[p:p|r:r|o:ɑː].[ph:f|e:ə].[c:s|y:iː]
prophesied	ˈprɑːfəˌsaɪd	ˈ[p:p|r:r|o:ɑː].[ph:f|e:ə].ˌ[s:s|i:aɪ|ed:d]
prophesies	ˈprɑːfəsaɪz	ˈ[p:p|r:r|o:ɑː].[ph:f|e:ə].[s:s|i:aɪ|es:z]
prophet	ˈprɑːfət	ˈ[p:p|r:r|o:ɑː].[ph:f|e:ə|t:t]
prophetess	ˈprɑːfətəs	ˈ[p:p|r:r|o:ɑː].[ph:f|e:ə].[t:t|e:ə|ss:s]
prophetic	prəˈfetɪk	[p:p|r:r|o:ə].ˈ[ph:f|e:e].[t:t|i:ɪ|c:k]
prophets	ˈprɑːfəts	ˈ[p:p|r:r|o:ɑː].[ph:f|e:ə|t:t|s:s]
prophylactic	ˌprɑːfɪˈlæktɪk	ˌ[p:p|r:r|o:ɑː].[ph:f|y:ɪ].ˈ[l:l|a:æ|c:k].[t:t|i:ɪ|c:k]
propionic	ˌproʊpiːˈɑːnɪk	ˌ[p:p|r:r|o:oʊ].[p:p|i:iː].ˈ[o:ɑː].[n:n|i:ɪ|c:k]
propitious	prəˈpɪʃəs	[p:p|r:r|o:ə].ˈ[p:p|i:ɪ].[ti:ʃ|ou:ə|s:s]
proponent	prəˈpoʊnənt	[p:p|r:r|o:ə].ˈ[p:p|o:oʊ].[n:n|e:ə|n:n|t:t]
proponents	prəˈpoʊnənts	[p:p|r:r|o:ə].ˈ[p:p|o:oʊ].[n:n|e:ə|n:n|t:t|s:s]
proportion	prəˈpɔːrʃən	[p:p|r:r|o:ə].ˈ[p:p|o:ɔː|r:r].[ti:ʃ|o:ə|n:n]
proportional	prəˈpɔːrʃənəl	[p:p|r:r|o:ə].ˈ[p:p|o:ɔː|r:r].[ti:ʃ|o:ə].[n:n|a:ə|l:l]
proportionality	prəˌpɔːrʃəˈnælɪtiː	[p:p|r:r|o:ə].ˌ[p:p|o:ɔː|r:r].[ti:ʃ|o:ə].ˈ[n:n|a:æ].[l:l|i:ɪ].[t:t|y:iː]
proportionally	prəˈpɔːrʃənəliː	[p:p|r:r|o:ə].ˈ[p:p|o:ɔː|r:r].[ti:ʃ|o:ə].[n:n|a:ə].[ll:l|y:iː]
proportionate	prəˈpɔːrʃənət	[p:p|r:r|o:ə].ˈ[p:p|o:ɔː|r:r].[ti:ʃ|o:ə].[n:n|a:ə|te:t]
proportionately	prəˈpɔːrʃənətliː	[p:p|r:r|o:ə].ˈ[p:p|o:ɔː|r:r].[ti:ʃ|o:ə].[n:n|a:ə|te:t].[l:l|y:iː]
proportioned	prəˈpɔːrʃənd	[p:p|r:r|o:ə].ˈ[p:p|o:ɔː|r:r].[ti:ʃ|o:ə|n:n|ed:d]
proportions	prəˈpɔːrʃənz	[p:p|r:r|o:ə].ˈ[p:p|o:ɔː|r:r].[ti:ʃ|o:ə|n:n|s:z]
proposal	prəˈpoʊzəl	[p:p|r:r|o:ə].ˈ[p:p|o:oʊ].[s:z|a:ə|l:l]
proposal's	prəˈpoʊzəlz	[p:p|r:r|o:ə].ˈ[p:p|o:oʊ].[s:z|a:ə|l:l|'s:z]
proposals	prəˈpoʊzəlz	[p:p|r:r|o:ə].ˈ[p:p|o:oʊ].[s:z|a:ə|l:l|s:z]
propose	prəˈpoʊz	[p:p|r:r|o:ə].ˈ[p:p|o:oʊ|se:z]
proposed	prəˈpoʊzd	[p:p|r:r|o:ə].ˈ[p:p|o:oʊ|s:z|ed:d]
proposes	prəˈpoʊzɪz	[p:p|r:r|o:ə].ˈ[p:p|o:oʊ].[s:z|e:ɪ|s:z]
proposing	prəˈpoʊzɪŋ	[p:p|r:r|o:ə].ˈ[p:p|o:oʊ].[s:z|i:ɪ|ng:ŋ]
proposition	ˌprɑːpəˈzɪʃən	ˌ[p:p|r:r|o:ɑː].[p:p|o:ə].ˈ[s:z|i:ɪ].[ti:ʃ|o:ə|n:n]
propositioned	ˌprɑːpəˈzɪʃənd	ˌ[p:p|r:r|o:ɑː].[p:p|o:ə].ˈ[s:z|i:ɪ].[ti:ʃ|o:ə|n:n|ed:d]
propositions	ˌprɑːpəˈzɪʃənz	ˌ[p:p|r:r|o:ɑː].[p:p|o:ə].ˈ[s:z|i:ɪ].[ti:ʃ|o:ə|n:n|s:z]
propound	prəˈpaʊnd	[p:p|r:r|o:ə].ˈ[p:p|ou:aʊ|n:n|d:d]
propounded	prəˈpaʊndɪd	[p:p|r:r|o:ə].ˈ[p:p|ou:aʊ|n:n].[d:d|e:ɪ|d:d]
propp	ˈprɑːp	ˈ[p:p|r:r|o:ɑː|pp:p]
propped	ˈprɑːpt	ˈ[p:p|r:r|o:ɑː|pp:p|ed:t]
propper	ˈprɑːpər	ˈ[p:p|r:r|o:ɑː].[pp:p|er:ər]
propping	ˈprɑːpɪŋ	ˈ[p:p|r:r|o:ɑː].[pp:p|i:ɪ|ng:ŋ]
propps	ˈprɑːps	ˈ[p:p|r:r|o:ɑː|pp:p|s:s]
proprietaries	prəˈpraɪəˌteriːz	[p:p|r:r|o:ə].ˈ[p:p|r:r|i:aɪ].[e:ə].ˌ[t:t|a:e].[r:r|ie:iː|s:z]
proprietary	prəˈpraɪəˌteriː	[p:p|r:r|o:ə].ˈ[p:p|r:r|i:aɪ].[e:ə].ˌ[t:t|a:e].[r:r|y:iː]
proprietor	prəˈpraɪətər	[p:p|r:r|o:ə].ˈ[p:p|r:r|i:aɪ].[e:ə].[t:t|or:ər]
proprietor's	prəˈpraɪətərz	[p:p|r:r|o:ə].ˈ[p:p|r:r|i:aɪ].[e:ə].[t:t|or:ər|'s:z]
proprietors	prəˈpraɪətərz	[p:p|r:r|o:ə].ˈ[p:p|r:r|i:aɪ].[e:ə].[t:t|or:ər|s:z]
proprietorship	prəˈpraɪətərˌʃɪp	[p:p|r:r|o:ə].ˈ[p:p|r:r|i:aɪ].[e:ə].[t:t|or:ər].ˌ[sh:ʃ|i:ɪ|p:p]
proprietorships	prəˈpraɪətərˌʃɪps	[p:p|r:r|o:ə].ˈ[p:p|r:r|i:aɪ].[e:ə].[t:t|or:ər].ˌ[sh:ʃ|i:ɪ|p:p|s:s]
propriety	prəˈpraɪətiː	[p:p|r:r|o:ə].ˈ[p:p|r:r|i:aɪ].[e:ə].[t:t|y:iː]
props	ˈprɑːps	ˈ[p:p|r:r|o:ɑː|p:p|s:s]
propst	ˈprɑːpst	ˈ[p:p|r:r|o:ɑː|p:p|s:s|t:t]
propulsion	prəˈpʌlʃən	[p:p|r:r|o:ə].ˈ[p:p|u:ʌ|l:l].[si:ʃ|o:ə|n:n]
propylene	proʊpəˈliːn	[p:p|r:r|o:oʊ].[p:p|y:ə].ˈ[l:l|e:iː|ne:n]
prorate	ˈproʊˈreɪt	ˈ[p:p|r:r|o:oʊ].ˈ[r:r|a:eɪ|te:t]
prorated	ˈproʊˌreɪtɪd	ˈ[p:p|r:r|o:oʊ].ˌ[r:r|a:eɪ].[t:t|e:ɪ|d:d]
proration	ˌproʊˈreɪʃən	ˌ[p:p|r:r|o:oʊ].ˈ[r:r|a:eɪ].[ti:ʃ|o:ə|n:n]
prorok	ˈprɔːrək	ˈ[p:p|r:r|o:ɔː].[r:r|o:ə|k:k]
pros	ˈproʊz	ˈ[p:p|r:r|o:oʊ|s:z]
pros'	ˈproʊz	ˈ[p:p|r:r|o:oʊ|s':z]
prosaic	proʊˈzeɪɪk	[p:p|r:r|o:oʊ].ˈ[s:z|a:eɪ].[i:ɪ|c:k]
proscar	ˈprɔːˌskɑːr	ˈ[p:p|r:r|o:ɔː].ˌ[s:s|c:k|a:ɑː|r:r]
prosch	ˈprɔːʃ	ˈ[p:p|r:r|os:ɔː|ch:ʃ]
proscia	ˈproʊstʃə	ˈ[p:p|r:r|o:oʊ|s:s].[ci:tʃ|a:ə]
proscribe	proʊˈskraɪb	[p:p|r:r|o:oʊ].ˈ[s:s|c:k|r:r|i:aɪ|be:b]
proscribed	proʊˈskraɪbd	[p:p|r:r|o:oʊ].ˈ[s:s|c:k|r:r|i:aɪ|b:b|ed:d]
proscribes	proʊˈskraɪbz	[p:p|r:r|o:oʊ].ˈ[s:s|c:k|r:r|i:aɪ|b:b|es:z]
proscription	proʊˈskrɪpʃən	[p:p|r:r|o:oʊ].ˈ[s:s|c:k|r:r|i:ɪ|p:p].[ti:ʃ|o:ə|n:n]
prose	ˈproʊz	ˈ[p:p|r:r|o:oʊ|se:z]
prosecutable	ˈprɑːsɪˌkjuːtəbəl	ˈ[p:p|r:r|o:ɑː].[s:s|e:ɪ].ˌ[c:k|u:juː].[t:t|a:ə].[b:b|le:əl]
prosecute	ˈprɑːsəˌkjuːt	ˈ[p:p|r:r|o:ɑː].[s:s|e:ə].ˌ[c:k|u:juː|te:t]
prosecuted	ˈprɑːsɪˌkjuːtɪd	ˈ[p:p|r:r|o:ɑː].[s:s|e:ɪ].ˌ[c:k|u:juː].[t:t|e:ɪ|d:d]
prosecutes	ˈprɑːsɪˌkjuːts	ˈ[p:p|r:r|o:ɑː].[s:s|e:ɪ].ˌ[c:k|u:juː|te:t|s:s]
prosecuting	ˈprɑːsɪˌkjuːtɪŋ	ˈ[p:p|r:r|o:ɑː].[s:s|e:ɪ].ˌ[c:k|u:juː].[t:t|i:ɪ|ng:ŋ]
prosecution	ˌprɑːsəˈkjuːʃən	ˌ[p:p|r:r|o:ɑː].[s:s|e:ə].ˈ[c:k|u:juː].[ti:ʃ|o:ə|n:n]
prosecution's	ˌprɑːsəˈkjuːʃənz	ˌ[p:p|r:r|o:ɑː].[s:s|e:ə].ˈ[c:k|u:juː].[ti:ʃ|o:ə|n:n|'s:z]
prosecutions	ˌprɑːsəˈkjuːʃənz	ˌ[p:p|r:r|o:ɑː].[s:s|e:ə].ˈ[c:k|u:juː].[ti:ʃ|o:ə|n:n|s:z]
prosecutor	ˈprɑːsɪˌkjuːtər	ˈ[p:p|r:r|o:ɑː].[s:s|e:ɪ].ˌ[c:k|u:juː].[t:t|or:ər]
prosecutor's	ˈprɑːsɪˌkjuːtərz	ˈ[p:p|r:r|o:ɑː].[s:s|e:ɪ].ˌ[c:k|u:juː].[t:t|or:ər|'s:z]
prosecutorial	ˌprɑːsɪkjuːˈtɔːriːəl	ˌ[p:p|r:r|o:ɑː].[s:s|e:ɪ].[c:k|u:juː].ˈ[t:t|o:ɔː].[r:r|i:iː].[a:ə|l:l]
prosecutors	ˈprɑːsɪˌkjuːtərz	ˈ[p:p|r:r|o:ɑː].[s:s|e:ɪ].ˌ[c:k|u:juː].[t:t|or:ər|s:z]
prosecutors'	ˈprɑːsəkjuːtərz	ˈ[p:p|r:r|o:ɑː].[s:s|e:ə].[c:k|u:juː].[t:t|or:ər|s':z]
prosek	ˈproʊsek	ˈ[p:p|r:r|o:oʊ].[s:s|e:e|k:k]
prosekey	proʊˈsekiː	[p:p|r:r|o:oʊ].ˈ[s:s|e:e].[k:k|ey:iː]
proselytize	ˈprɑːsələˌtaɪz	ˈ[p:p|r:r|o:ɑː].[s:s|e:ə].[l:l|y:ə].ˌ[t:t|i:aɪ|ze:z]
proselytized	ˈprɑːsələˌtaɪzd	ˈ[p:p|r:r|o:ɑː].[s:s|e:ə].[l:l|y:ə].ˌ[t:t|i:aɪ|ze:z|d:d]
proselytizing	ˈprɑːsələˌtaɪzɪŋ	ˈ[p:p|r:r|o:ɑː].[s:s|e:ə].[l:l|y:ə].ˌ[t:t|i:aɪ].[z:z|i:ɪ|ng:ŋ]
proserpina	proʊˈsɜːrpənə	[p:p|r:r|o:oʊ].ˈ[s:s|er:ɜːr].[p:p|i:ə].[n:n|a:ə]
proserv	ˈproʊˌsɜːrv	ˈ[p:p|r:r|o:oʊ].ˌ[s:s|er:ɜːr|v:v]
proshare	ˈproʊˌʃer	ˈ[p:p|r:r|o:oʊ].ˌ[sh:ʃ|a:e|re:r]
prosise	ˈproʊsaɪz	ˈ[p:p|r:r|o:oʊ].[s:s|i:aɪ|se:z]
proskauer	ˈprɔːskaʊr	ˈ[p:p|r:r|o:ɔː].[s:s|k:k|aue:aʊ|r:r]
proske	ˈproʊsk	ˈ[p:p|r:r|o:oʊ|s:s|ke:k]
prosody	ˈprɑːsədiː	ˈ[p:p|r:r|o:ɑː].[s:s|o:ə].[d:d|y:iː]
prosorba	prɑːˈsɔːrbə	[p:p|r:r|o:ɑː].ˈ[s:s|o:ɔː|r:r].[b:b|a:ə]
prospect	ˈprɑːspekt	ˈ[p:p|r:r|o:ɑː].[s:s|p:p|e:e|c:k|t:t]
prospecting	ˌprɔːˈspektɪŋ	ˌ[p:p|r:r|o:ɔː].ˈ[s:s|p:p|e:e|c:k].[t:t|i:ɪ|ng:ŋ]
prospective	prəˈspektɪv	[p:p|r:r|o:ə].ˈ[s:s|p:p|e:e|c:k].[t:t|i:ɪ|ve:v]
prospectively	prəˈspektɪvliː	[p:p|r:r|o:ə].ˈ[s:s|p:p|e:e|c:k].[t:t|i:ɪ|ve:v].[l:l|y:iː]
prospector	ˈprɔːˌspektər	ˈ[p:p|r:r|o:ɔː].ˌ[s:s|p:p|e:e|c:k].[t:t|or:ər]
prospectors	ˈprɔːˌspektərz	ˈ[p:p|r:r|o:ɔː].ˌ[s:s|p:p|e:e|c:k].[t:t|or:ər|s:z]
prospects	ˈprɑːspekts	ˈ[p:p|r:r|o:ɑː].[s:s|p:p|e:e|c:k|t:t|s:s]
prospectus	prəˈspektəs	[p:p|r:r|o:ə].ˈ[s:s|p:p|e:e|c:k].[t:t|u:ə|s:s]
prospectuses	prəˈspektəsɪz	[p:p|r:r|o:ə].ˈ[s:s|p:p|e:e|c:k].[t:t|u:ə].[s:s|e:ɪ|s:z]
prospekt	ˈprɑːspekt	ˈ[p:p|r:r|o:ɑː].[s:s|p:p|e:e|k:k|t:t]
prosper	ˈprɑːspər	ˈ[p:p|r:r|o:ɑː].[s:s|p:p|er:ər]
prospera	proʊˈsperə	[p:p|r:r|o:oʊ].ˈ[s:s|p:p|e:e].[r:r|a:ə]
prospered	ˈprɑːspərd	ˈ[p:p|r:r|o:ɑː].[s:s|p:p|er:ər|ed:d]
prosperi	proʊˈsperiː	[p:p|r:r|o:oʊ].ˈ[s:s|p:p|e:e].[r:r|i:iː]
prospering	ˈprɑːspərɪŋ	ˈ[p:p|r:r|o:ɑː].[s:s|p:p|er:ər].[i:ɪ|ng:ŋ]
prosperity	prɑːˈsperətiː	[p:p|r:r|o:ɑː].ˈ[s:s|p:p|e:e].[r:r|i:ə].[t:t|y:iː]
prosperous	ˈprɑːspərəs	ˈ[p:p|r:r|o:ɑː].[s:s|p:p|er:ər].[ou:ə|s:s]
prospers	ˈprɑːspərz	ˈ[p:p|r:r|o:ɑː].[s:s|p:p|er:ər|s:z]
pross	ˈprɔːs	ˈ[p:p|r:r|o:ɔː|ss:s]
prosser	ˈprɔːsər	ˈ[p:p|r:r|o:ɔː].[ss:s|er:ər]
prost	ˈprɑːst	ˈ[p:p|r:r|o:ɑː|s:s|t:t]
prostaglandin	proʊstæˈɡlændɪn	[p:p|r:r|o:oʊ].[s:s|t:t|a:æ].ˈ[g:ɡ|l:l|a:æ|n:n].[d:d|i:ɪ|n:n]
prostaglandins	proʊstæˈɡlændɪnz	[p:p|r:r|o:oʊ].[s:s|t:t|a:æ].ˈ[g:ɡ|l:l|a:æ|n:n].[d:d|i:ɪ|n:n|s:z]
prostate	ˈprɑːˌsteɪt	ˈ[p:p|r:r|o:ɑː].ˌ[s:s|t:t|a:eɪ|te:t]
prostatectomy	ˌprɑːsteɪˈtektəmiː	ˌ[p:p|r:r|o:ɑː].[s:s|t:t|a:eɪ].ˈ[t:t|e:e|c:k].[t:t|o:ə].[m:m|y:iː]
prostatic	proʊˈstætɪk	[p:p|r:r|o:oʊ].ˈ[s:s|t:t|a:æ].[t:t|i:ɪ|c:k]
prostheses	prɑːsˈθiːsiːz	[p:p|r:r|o:ɑː|s:s].ˈ[th:θ|e:iː].[s:s|e:iː|s:z]
prosthesis	ˌprɔːsˈθesɪs	ˌ[p:p|r:r|o:ɔː|s:s].ˈ[th:θ|e:e].[s:s|i:ɪ|s:s]
prosthetic	prɑːsˈθetɪk	[p:p|r:r|o:ɑː|s:s].ˈ[th:θ|e:e].[t:t|i:ɪ|c:k]
prosthetics	prɑːsˈθetɪks	[p:p|r:r|o:ɑː|s:s].ˈ[th:θ|e:e].[t:t|i:ɪ|c:k|s:s]
prostitute	ˈprɑːstəˌtuːt	ˈ[p:p|r:r|o:ɑː].[s:s|t:t|i:ə].ˌ[t:t|u:uː|te:t]
prostitutes	ˈprɑːstəˌtuːts	ˈ[p:p|r:r|o:ɑː].[s:s|t:t|i:ə].ˌ[t:t|u:uː|te:t|s:s]
prostitution	ˌprɑːstəˈtuːʃən	ˌ[p:p|r:r|o:ɑː].[s:s|t:t|i:ə].ˈ[t:t|u:uː].[ti:ʃ|o:ə|n:n]
prostrate	ˈprɑːstreɪt	ˈ[p:p|r:r|o:ɑː].[s:s|t:t|r:r|a:eɪ|te:t]
prostration	prɑːˈstreɪʃən	[p:p|r:r|o:ɑː].ˈ[s:s|t:t|r:r|a:eɪ].[ti:ʃ|o:ə|n:n]
protagonist	proʊˈtæɡənəst	[p:p|r:r|o:oʊ].ˈ[t:t|a:æ].[g:ɡ|o:ə].[n:n|i:ə|s:s|t:t]
protagonists	proʊˈtæɡənəsts	[p:p|r:r|o:oʊ].ˈ[t:t|a:æ].[g:ɡ|o:ə].[n:n|i:ə|s:s|t:t|s:s]
protean	proʊˈtiːən	[p:p|r:r|o:oʊ].ˈ[t:t|e:iː].[a:ə|n:n]
protease	ˈproʊtiːˌeɪz	ˈ[p:p|r:r|o:oʊ].[t:t|e:iː].ˌ[a:eɪ|se:z]
protect	prəˈtekt	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k|t:t]
protected	prəˈtektɪd	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k].[t:t|e:ɪ|d:d]
protectee	prəˈtektiː	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k].[t:t|ee:iː]
protectees	prəˈtektiːz	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k].[t:t|ee:iː|s:z]
protecting	prəˈtektɪŋ	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k].[t:t|i:ɪ|ng:ŋ]
protection	prəˈtekʃən	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k].[ti:ʃ|o:ə|n:n]
protectionism	prəˈtekʃəˌnɪzəm	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k].[ti:ʃ|o:ə].ˌ[n:n|i:ɪ].[s:z|m:əm]
protectionist	prəˈtekʃənɪst	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k].[ti:ʃ|o:ə].[n:n|i:ɪ|s:s|t:t]
protectionists	prəˈtekʃənɪsts	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k].[ti:ʃ|o:ə].[n:n|i:ɪ|s:s|t:t|s:s]
protections	prəˈtekʃənz	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k].[ti:ʃ|o:ə|n:n|s:z]
protective	prəˈtektɪv	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k].[t:t|i:ɪ|ve:v]
protectively	prəˈtektɪvliː	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k].[t:t|i:ɪ|ve:v].[l:l|y:iː]
protector	prəˈtektər	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k].[t:t|or:ər]
protectorate	prəˈtektərət	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k].[t:t|or:ər].[a:ə|te:t]
protectors	prəˈtektərz	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k].[t:t|or:ər|s:z]
protects	prəˈtekts	[p:p|r:r|o:ə].ˈ[t:t|e:e|c:k|t:t|s:s]
protege	ˈproʊtəˌʒeɪ	ˈ[p:p|r:r|o:oʊ].[t:t|e:ə].ˌ[g:ʒ|e:eɪ]
proteges	ˈproʊtɪˌʒeɪz	ˈ[p:p|r:r|o:oʊ].[t:t|e:ɪ].ˌ[g:ʒeɪ|es:z]
protein	ˈproʊˌtiːn	ˈ[p:p|r:r|o:oʊ].ˌ[te:t|i:iː|n:n]
protein's	ˈproʊˌtiːnz	ˈ[p:p|r:r|o:oʊ].ˌ[te:t|i:iː|n:n|'s:z]
proteinaceous	ˌproʊtɪˈneɪʃəs	ˌ[p:p|r:r|o:oʊ].[te:t|i:ɪ].ˈ[n:n|a:eɪ].[ce:ʃ|ou:ə|s:s]
proteins	ˈproʊˌtiːnz	ˈ[p:p|r:r|o:oʊ].ˌ[te:t|i:iː|n:n|s:z]
proteome	ˈproʊˌtiːˈoʊm	ˈ[p:p|r:r|o:oʊ].ˌ[t:t|e:iː].ˈ[o:oʊ|me:m]
protest	ˈproʊˌtest	ˈ[p:p|r:r|o:oʊ].ˌ[t:t|e:e|s:s|t:t]
protestant	ˈprɑːtəstənt	ˈ[p:p|r:r|o:ɑː].[t:t|e:ə].[s:s|t:t|a:ə|n:n|t:t]
protestantism	ˈprɑːtəstənˌtɪzəm	ˈ[p:p|r:r|o:ɑː].[t:t|e:ə].[s:s|t:t|a:ə|n:n].ˌ[t:t|i:ɪ].[s:z|m:əm]
protestants	ˈprɑːtəstənts	ˈ[p:p|r:r|o:ɑː].[t:t|e:ə].[s:s|t:t|a:ə|n:n|t:t|s:s]
protestation	ˌproʊˌteˈsteɪʃən	ˌ[p:p|r:r|o:oʊ].ˌ[t:t|e:e].ˈ[s:s|t:t|a:eɪ].[ti:ʃ|o:ə|n:n]
protestations	ˌproʊˌteˈsteɪʃənz	ˌ[p:p|r:r|o:oʊ].ˌ[t:t|e:e].ˈ[s:s|t:t|a:eɪ].[ti:ʃ|o:ə|n:n|s:z]
protested	prəˈtestɪd	[p:p|r:r|o:ə].ˈ[t:t|e:e].[s:s|t:t|e:ɪ|d:d]
protester	ˈproʊˌtestər	ˈ[p:p|r:r|o:oʊ].ˌ[t:t|e:e].[s:s|t:t|er:ər]
protesters	ˈproʊˌtestərz	ˈ[p:p|r:r|o:oʊ].ˌ[t:t|e:e].[s:s|t:t|er:ər|s:z]
protesters'	ˈproʊˌtestərz	ˈ[p:p|r:r|o:oʊ].ˌ[t:t|e:e].[s:s|t:t|er:ər|s':z]
protesting	prəˈtestɪŋ	[p:p|r:r|o:ə].ˈ[t:t|e:e].[s:s|t:t|i:ɪ|ng:ŋ]
protestors	ˈproʊˌtestərz	ˈ[p:p|r:r|o:oʊ].ˌ[t:t|e:e].[s:s|t:t|or:ər|s:z]
protests	ˈproʊˌtests	ˈ[p:p|r:r|o:oʊ].ˌ[t:t|e:e|s:s|t:t|s:s]
prothallus	ˌproʊˈθæləs	ˌ[p:p|r:r|o:oʊ].ˈ[th:θ|a:æ].[ll:l|u:ə|s:s]
prothero	ˈprɑːðərˌoʊ	ˈ[p:p|r:r|o:ɑː].[th:ð|er:ər].ˌ[o:oʊ]
prothorax	proʊˈθɔːræks	[p:p|r:r|o:oʊ].ˈ[th:θ|o:ɔː].[r:r|a:æ|x:ks]
prothro	ˈproʊθroʊ	ˈ[p:p|r:r|o:oʊ].[th:θ|r:r|o:oʊ]
protigal	ˈprɑːtɪɡəl	ˈ[p:p|r:r|o:ɑː].[t:t|i:ɪ].[g:ɡ|a:ə|l:l]
protium	ˈproʊtiːəm	ˈ[p:p|r:r|o:oʊ].[t:t|i:iː].[u:ə|m:m]
proto	ˈproʊtə	ˈ[p:p|r:r|o:oʊ].[t:t|o:ə]
proto-stirrup	ˌproʊˈtoʊˈstɜːrəp	ˌ[p:p|r:r|o:oʊ].ˈ[t:t|o:oʊ].ˈ[-s:s|t:t|ir:ɜːr].[ru:ə|p:p]
protocol	ˈproʊtəˌkɑːl	ˈ[p:p|r:r|o:oʊ].[t:t|o:ə].ˌ[c:k|o:ɑː|l:l]
